Season_Number,Startup_Name,Episode_Number,Pitch_Number,Season_Start,Season_End,Original_Air_Date,Episode_Title,Anchor,Industry,Business_Description,Company_Website,Started_in,Number_of_Presenters,Male_Presenters,Female_Presenters,Transgender_Presenters,Couple_Presenters,Pitchers_Average_Age,Pitchers_City,Pitchers_State,Yearly_Revenue(in_lakhs),Monthly_Sales(in_lakhs),Gross_Margin,Net_Margin,EBITDA,Cash_Burn,SKUs,Has_Patents,Bootstrapped,Original_Ask_Amount,Original_Offered_Equity(in_%),Valuation_Requested(in_lakhs),Received_Offer,Accepted_Offer,Total_Deal_Amount(in_lakhs),Total_Deal_Equity(%),Number_of_Sharks_in_Deal,Namita_Investment_Amount(in lakhs),Vineeta_Investment_Amount(in_lakhs),Anupam_Investment_Amount(in_lakhs),Aman_Investment_Amount(in_lakhs),Peyush_Investment_Amount((in_lakhs),Amit_Investment_Amount(in_lakhs),Ashneer_Investment_Amount,Namita_Present,Vineeta_Present,Anupam_Present,Aman_Present,Peyush_Present,Amit_Present,Ashneer_Present
2,ThePlatedProject,46,301,2023-01-02,2023-03-10,2023-03-06,Different0Colours0Of0Entrepreneurship,Rahul0Dua,Services,Decor0Plates0&0Dinnerware,https://www.theplatedproject.com/,,1,1,,,0,Middle,Mumbai,Maharashtra,,,,,,,,,,75,2,3750,Yes,Yes,75,3.75,3,25,25,,25,,,,Yes,Yes,Yes,Yes,Yes,,
2,VsnapU,46,302,2023-01-02,2023-03-10,2023-03-06,Different0Colours0Of0Entrepreneurship,Rahul0Dua,Services,Professional0Photography0service,https://www.vsnapu.com/,2017,4,4,,,0,Middle,Goa,Goa,,15,,,,,,,,50,1.5,3333.333333,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,TheHealthyFactory,46,303,2023-01-02,2023-03-10,2023-03-06,Different0Colours0Of0Entrepreneurship,Rahul0Dua,Food,Protein0bread,https://www.thehealthfactory.in/,2018,2,2,,,0,Young,Mumbai,Maharashtra,,,56,,,yes,,,,75,2.1,3571.428571,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
2,Brevistay,47,304,2023-01-02,2023-03-10,2023-03-07,Tunnel0Se0Tank0Tak0Ka0Safar,Rahul0Dua,Services,Booking0hotels0for0hours,https://www.brevistay.com/,2016,5,5,,,0,Young,"Dehradun,Nainital,Lucknow","Uttarakhand,Uttar0Pradesh",,42,,,,,,,,100,1.66,6024.096386,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,SoulUp,47,305,2023-01-02,2023-03-10,2023-03-07,Tunnel0Se0Tank0Tak0Ka0Safar,Rahul0Dua,Services,Real0Conversations0Real0People,https://www.soulup.in/,,2,,2,,0,Middle,Bangalore,Karnataka,,,,,,,,,,50,3,1666.666667,Yes,Yes,50,5,1,50,,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,TheBigBookBox0ChapterOneBooks,47,306,2023-01-02,2023-03-10,2023-03-07,Tunnel0Se0Tank0Tak0Ka0Safar,Rahul0Dua,Furnishing/Household,New0paperback0and0hardcover0books,https://www.thebigbookbox.com/,,2,1,1,,0,Middle,Gopalganj,Bihar,140,,,,,,,,,50,8,625,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
2,Rubans,48,307,2023-01-02,2023-03-10,2023-03-08,"Pitchers,0Investments0And0Businesses",Rahul0Dua,Beauty/Fashion,Artificial0Jewellery0Set0Online,https://www.rubans.in/,2014,2,1,1,,1,Middle,Bangalore,Karnataka,5100,,,,,,,,,150,0.5,30000,Yes,Yes,100,1,3,33.33,33.33,,33.33,,,,Yes,Yes,Yes,Yes,Yes,Yes,
2,SameNotification,48,308,2023-01-02,2023-03-10,2023-03-08,"Pitchers,0Investments0And0Businesses",Rahul0Dua,Technology/Software,parental0monitoring0app,,,1,1,,,0,Middle,"Ahmedabad,Mirzapur","Gujarat,Uttar0Pradesh",,,,,,,,,,25,15,166.6666667,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,
2,BottomLineSprays,48,309,2023-01-02,2023-03-10,2023-03-08,"Pitchers,0Investments0And0Businesses",Rahul0Dua,Furnishing/Household,portable0jet0spray,https://bottomlinesprays.com/,,2,1,1,,1,Middle,Ahmedabad,Gujarat,,2,,,,,,,,35,5,700,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,
2,LilGoodness,48,310,2023-01-02,2023-03-10,2023-03-08,"Pitchers,0Investments0And0Businesses",Rahul0Dua,Food,Healthy0Snacks,https://lilgoodness.com/,2020,2,2,,,0,Middle,Bangalore,Karnataka,,145,65,,,yes,,,,100,1,10000,Yes,Yes,50,1,1,,,,,50,,,Yes,Yes,Yes,Yes,Yes,Yes,
2,ForeverModest,49,311,2023-01-02,2023-03-10,2023-03-09,Businesses0Adding0Value0To0Society,Rahul0Dua,Beauty/Fashion,premium0Muslim0women's0clothing,https://forevermodest.shop/,2021,1,,1,,0,Young,Aurangabad,Maharashtra,,4.2,,,,,,,,20,10,200,Yes,Yes,20,20,4,5,5,5,,,5,,Yes,Yes,Yes,Yes,Yes,Yes,
2,Sahayatha,49,312,2023-01-02,2023-03-10,2023-03-09,Businesses0Adding0Value0To0Society,Rahul0Dua,Medical/Health,smart0wheelchair0with0an0assistive0cleansing0device,https://dhanvantribiomedical.com/,2022,1,,1,,0,Young,Coimbatore,Tamil0Nadu,,,,,,,,yes,,100,10,1000,Yes,Yes,100,10,5,20,,20,20,20,20,,Yes,Yes,Yes,Yes,Yes,Yes,
2,WickedGud,49,313,2023-01-02,2023-03-10,2023-03-09,Businesses0Adding0Value0To0Society,Rahul0Dua,Food,High0Protein0&0Fiber0Gluten0Free0Vegan0food,https://wickedgud.com/,2021,3,3,,,0,Middle,Mumbai,Maharashtra,,,,,,yes,,,,50,1,5000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,
2,maisha,49,314,2023-01-02,2023-03-10,2023-03-09,Businesses0Adding0Value0To0Society,Rahul0Dua,Beauty/Fashion,Handmade0Cotton0&0Jacquard0Bags,https://maishalifestyle.com/,2018,3,2,1,,0,Middle,Ahmedabad,Gujarat,,,,,,,,,,75,3,2500,Yes,Yes,10,1,1,,,,,,10,,Yes,Yes,Yes,Yes,Yes,Yes,
2,NishHair,50,315,2023-01-02,2023-03-10,2023-03-10,Season0Finale0With0The0Sharks,Rahul0Dua,Beauty/Fashion,100%0Human0Hair0Extensions,https://nishhair.com/,2017,1,,1,,0,Middle,Mumbai,Maharashtra,670,80,,30,,,,,,100,2,5000,Yes,Yes,100,2,1,,,,,,100,,Yes,Yes,Yes,Yes,Yes,Yes,
2,MYBYK,50,316,2023-01-02,2023-03-10,2023-03-10,Season0Finale0With0The0Sharks,Rahul0Dua,Vehicles/Electrical0Vehicles,IoT-enabled0bikes,https://mybyk.in/,,1,1,,,0,Middle,Ahmedabad,Gujarat,,,,,,yes,,,,200,1,20000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,
2,GODESi,51,317,2023-01-02,2023-03-10,2023-03-10,Gateway0To0Shark0Tank0India,Rahul0Dua,Food,Handmade0lollipops,https://godesi.in/,,2,1,1,,0,Middle,Bangalore,Karnataka,,270,,,,yes,,,,90,0.5,18000,Yes,No,,,,,,,,,,,Yes,Yes,,Yes,,Yes,
2,TAC,51,318,2023-01-02,2023-03-10,2023-03-10,Gateway0To0Shark0Tank0India,Rahul0Dua,Beauty/Fashion,"ayurveda0co0for0glowing0skin,0makeup0&0open0pores",https://theayurvedaco.com/,,2,1,1,,1,Middle,Mumbai,Maharashtra,,,,,,yes,,,,150,0.5,30000,Yes,Yes,81,1,2,,,,40.5,,,,Yes,Yes,,Yes,,Yes,
2,Naara-Aaba,51,319,2023-01-02,2023-03-10,2023-03-10,Gateway0To0Shark0Tank0India,Rahul0Dua,Liquor/Beverages,pears0and0plum0wine,https://www.naaraaaba.com/,2017,2,1,1,,1,Middle,Ziro,Arunachal0Pradesh,,,50,18,,,,,,75,2.5,3000,Yes,Yes,50,5,2,,25,,,,,,Yes,Yes,,Yes,,Yes,
2,StyloBug,51,320,2023-01-02,2023-03-10,2023-03-10,Gateway0To0Shark0Tank0India,Rahul0Dua,Beauty/Fashion,Girls0Dresses0Online,https://stylobug.com/,,2,1,1,,,Middle,Delhi,Delhi,1400,46,,18,,,,,,80,2,4000,Yes,Yes,80,10,1,,,,,,80,,Yes,Yes,,Yes,,Yes,
2,ZenOnco,0,321,2023-01-02,2023-03-10,,Unseen,Rahul0Dua,Medical/Health,saving0lives0from0cancer,https://zenonco.io/,,2,1,1,,0,Middle,Jodhpur,Rajasthan,,21,,,,yes,,,,100,1,10000,Yes,No,,,,,,,,,,,Yes,Yes,,Yes,,Yes,
3,HonestHome,1,322,2024-01-22,2024-03-31,2024-01-22,Bigger0Better0and0Smarter,Rahul0Dua,Furnishing/Household,Eco0friendly0products,https://honesthome.in/,2019,1,1,,,0,Middle,Dhampur,Uttar0Pradesh,1400,142,,5,,,,,,100,2,5000,Yes,Yes,100,3,1,,,,,,100,,Yes,Yes,Yes,Yes,,Yes,
3,AdilQadri,1,323,2024-01-22,2024-03-31,2024-01-22,Bigger0Better0and0Smarter,Rahul0Dua,Beauty/Fashion,Perfumes0and0Attar,https://www.adilqadri.com/,2020,1,1,,,0,Young,Bilimora,Gujarat,2070,600,70,,,yes,,,,100,0.5,20000,Yes,Yes,100,1,1,,100,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,ConsciousChemist,1,324,2024-01-22,2024-03-31,2024-01-22,Bigger0Better0and0Smarter,Rahul0Dua,Beauty/Fashion,Skincare0Products,https://consciouschemist.com/,2020,2,2,,,0,Middle,Jaipur,Rajasthan,450,85,,,,,,,,60,2,3000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,TheCinnamonKitchen,2,325,2024-01-22,2024-03-31,2024-01-23,An0Entrepreneurial0Showcase,Rahul0Dua,Food,Plant-based0healthy0snacks,https://cinnamon.kitchen/,2019,1,,1,,0,Middle,Chandigarh,Punjab,82,,,,,,,,,60,2,3000,Yes,Yes,60,5,1,,,,60,,,,Yes,Yes,Yes,Yes,,,
3,WtfGyms,2,326,2024-01-22,2024-03-31,2024-01-23,An0Entrepreneurial0Showcase,Rahul0Dua,Services,Gyms0service,https://wtfup.me/,2021,2,1,1,,1,Middle,Noida,Uttar0Pradesh,,65,,,,,,,,100,2,5000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Intervue,2,327,2024-01-22,2024-03-31,2024-01-23,An0Entrepreneurial0Showcase,Rahul0Dua,Technology/Software,Conducts0technical0interviews0online,https://www.intervue.io/,2020,2,2,,,0,Young,"Ludhiana,Ghaziabad","Punjab,Uttar0Pradesh",870,,,,,,,,,150,1,15000,Yes,Yes,150,2,1,,,,150,,,,Yes,Yes,Yes,Yes,,,
3,RodBez,3,328,2024-01-22,2024-03-31,2024-01-24,Quest0For0Investment,Rahul0Dua,Vehicles/Electrical0Vehicles,Taxi-service0for0Bihar,https://rodbez.in/,2022,2,2,,,0,Middle,Saharsa,Bihar,,6,,,,yes,,,,50,5,1000,Yes,Yes,20,5,2,,10,,,,,,,Yes,Yes,Yes,Yes,,
3,Blix,3,329,2024-01-22,2024-03-31,2024-01-24,Quest0For0Investment,Rahul0Dua,Technology/Software,Robotics0toys,https://blix.in/,2021,1,1,,,0,Middle,Mumbai,Maharashtra,400,36,50,,,,,,,80,2,4000,Yes,Yes,80,4,2,,,,40,,,,,Yes,Yes,Yes,Yes,,
3,Homversity,3,330,2024-01-22,2024-03-31,2024-01-24,Quest0For0Investment,Rahul0Dua,Technology/Software,Digital0student0housing0app,https://www.homversity.com/,2022,1,1,,,0,Young,Ahmedabad,Gujarat,,100,,,,yes,,,,65,2,3250,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,TURMS,4,331,2024-01-22,2024-03-31,2024-01-25,Smart0Solutions0For0A0Smarter0India,Rahul0Dua,Beauty/Fashion,Intelligent0Clothing,https://urturms.com/,2022,1,1,,,0,Old,Bangalore,Karnataka,70,86,,,,,,,,120,2,6000,Yes,Yes,120,4,1,,,,,,,,,Yes,Yes,Yes,Yes,,
3,mintree,4,332,2024-01-22,2024-03-31,2024-01-25,Smart0Solutions0For0A0Smarter0India,Rahul0Dua,Beauty/Fashion,Skincare0products,https://mintree.us/,2018,1,,1,,0,Middle,Nagpur,Maharashtra,900,,,,,,,,,90,1,9000,Yes,Yes,90,1.5,2,,,,,45,,,,Yes,Yes,Yes,Yes,,
3,80Wash,4,333,2024-01-22,2024-03-31,2024-01-25,Smart0Solutions0For0A0Smarter0India,Rahul0Dua,Manufacturing,Waterless0washing0machine,https://80wash.com/,2021,3,3,,,0,Middle,Chandigarh,Punjab,,,,,,,,yes,,100,2.5,4000,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,DilFoods,5,334,2024-01-22,2024-03-31,2024-01-26,Innovative0Ventures0Vie0For0Sharks'0Favour,Rahul0Dua,Food,Virtual0restaurant0service,https://dilfoods.in/,2022,1,,1,,0,Middle,Ranchi,Jharkhand,700,,,,,,,,,50,0.5,10000,Yes,Yes,200,2.67,4,,50,,,50,,,,Yes,,Yes,Yes,,
3,AIKavach/Panoplia,5,335,2024-01-22,2024-03-31,2024-01-26,Innovative0Ventures0Vie0For0Sharks'0Favour,Rahul0Dua,Technology/Software,Online0security0app,https://kavach.co.in/,2023,1,,1,,0,Middle,Hyderabad,Telangana,,,,,,,,yes,,50,1.25,4000,Yes,Yes,100,2.5,2,,,,50,50,,,,Yes,,Yes,Yes,,
3,Bartisans,5,336,2024-01-22,2024-03-31,2024-01-26,Innovative0Ventures0Vie0For0Sharks'0Favour,Rahul0Dua,Liquor/Beverages,Cocktail0Mocktail0mixers,https://www.bartisans.in/,2021,2,1,1,,0,Middle,Mumbai,Maharashtra,143,35,70,,,yes,,,,100,2.5,4000,Yes,No,,,,,,,,,,,,Yes,,Yes,Yes,,
3,Aretto,6,337,2024-01-22,2024-03-31,2024-01-29,Nurturing0The0Spirit0Of0Entrepreneurship,Rahul0Dua,Manufacturing,Expandable0Shoes0For0Kids,https://wearetto.com/,2020,1,1,,,0,Middle,Pune,Maharashtra,700,60,57,,,yes,5,yes,,80,1,8000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
3,Kalakaram,6,338,2024-01-22,2024-03-31,2024-01-29,Nurturing0The0Spirit0Of0Entrepreneurship,Rahul0Dua,Manufacturing,"Unique,0creative0and0exciting0DIY0kits0for0all0ages",https://kalakaram.com/,2022,1,1,,,0,Middle,Gurgaon,Haryana,500,50,,23,,,,,,50,2.5,2000,Yes,Yes,60,6,3,20,,20,,20,,,Yes,Yes,Yes,Yes,Yes,,
3,NabhiSutra,6,339,2024-01-22,2024-03-31,2024-01-29,Nurturing0The0Spirit0Of0Entrepreneurship,Rahul0Dua,Beauty/Fashion,Navel0Ayurvedic0Oils0Online,https://nabhisutra.com/,,2,1,1,,0,Middle,Vadodara,Gujarat,450,50,,8,,,,,,60,3,2000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,
3,Zorko,7,340,2024-01-22,2024-03-31,2024-01-30,Diverse0Ventures0Compete0For0Sharks'0Attention,Rahul0Dua,Food,Quick0service0restaurant,https://zorko.in/,2021,2,2,,,0,Young,Surat,Gujarat,3000,240,40,20,,,,,,150,1,15000,Yes,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,Tramboo,7,341,2024-01-22,2024-03-31,2024-01-30,Diverse0Ventures0Compete0For0Sharks'0Attention,Rahul0Dua,Sports,Kashmir0willow0bats,https://tramboosports.com/,2021,2,2,,,0,Young,Srinagar,Jammu0&0Kashmir,600,18,,25,,,,,,30,3,1000,Yes,Yes,30,4,2,,,,15,15,,,,Yes,Yes,Yes,Yes,,
3,WeHear,7,342,2024-01-22,2024-03-31,2024-01-30,Diverse0Ventures0Compete0For0Sharks'0Attention,Rahul0Dua,Medical/Health,Hearing0Solutions,https://wehear.in/,2017,2,2,,,0,Middle,Ahmedabad,Gujarat,282,93,,,,,,yes,,250,1,25000,Yes,Yes,250,1,1,,,,,250,,,,Yes,Yes,Yes,Yes,,
3,Tiggle,8,343,2024-01-22,2024-03-31,2024-01-31,Entrepreneurial0Innovation,Rahul0Dua,Food,Chocolate0mixes,https://thetiggle.com/,2020,1,,1,,0,Young,Agra,Uttar0Pradesh,150,12,,,,,,,,50,5,1000,Yes,Yes,50,20,2,,,,,25,25,,Yes,,Yes,,Yes,Yes,
3,WYLDCard,8,344,2024-01-22,2024-03-31,2024-01-31,Entrepreneurial0Innovation,Rahul0Dua,Technology/Software,Customer0as0Infulencer,https://www.getwyld.in/,2023,3,3,,,0,Middle,Mumbai,Maharashtra,,,,,,yes,,,,50,0.5,10000,Yes,Yes,75,1.5,1,,,75,,,,,Yes,,Yes,,Yes,Yes,
3,upliance.ai,8,345,2024-01-22,2024-03-31,2024-01-31,Entrepreneurial0Innovation,Rahul0Dua,Furnishing/Household,Smart0Cooker,upliance.ai,2021,2,2,,,0,Middle,Bangalore,Karnataka,,,,,,yes,,yes,,100,1,10000,Yes,No,,,,,,,,,,,Yes,,Yes,,Yes,Yes,
3,PizzaGalleria,9,346,2024-01-22,2024-03-31,2024-02-01,Entrepreneurial0Brilliance,Rahul0Dua,Food,100%0Veg0Pizza,https://pizzagalleria.in/,2015,2,2,,,0,Middle,Gohana,Haryana,115,,,15,,,,,,100,2,5000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,AiCars,9,347,2024-01-22,2024-03-31,2024-02-01,Entrepreneurial0Brilliance,Rahul0Dua,Vehicles/Electrical0Vehicles,Hydrogen0powered0AI0Car,https://aicars.in/,2021,1,1,,,0,Young,Yavatmal,Maharashtra,,,,,,,,,,200,4,5000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,RooftopApp,9,348,2024-01-22,2024-03-31,2024-02-01,Entrepreneurial0Brilliance,Rahul0Dua,Technology/Software,Art0Learning0platform,https://rooftopapp.com/,2019,1,1,,,0,Middle,Mumbai,Maharashtra,,,,,,yes,,,,200,4,5000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,GoenchiFeni,10,349,2024-01-22,2024-03-31,2024-02-02,Pitching0Innovation,Rahul0Dua,Liquor/Beverages,Alcohol0brand,https://www.goenchi.com/homepage/,2023,2,1,1,,0,Middle,Goa,Goa,,,42,,,,,,,100,5,2000,Yes,Yes,200,15,1,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Arata,10,350,2024-01-22,2024-03-31,2024-02-02,Pitching0Innovation,Rahul0Dua,Beauty/Fashion,Hair0care,https://www.arata.in/,2018,2,2,,,0,Middle,Delhi,Delhi,170,200,,5,,,,,,100,1.25,8000,Yes,Yes,100,1.33,2,50,50,,,,,,Yes,Yes,Yes,Yes,,,
3,Vecros,10,351,2024-01-22,2024-03-31,2024-02-02,Pitching0Innovation,Rahul0Dua,Technology/Software,Spatial0AI0drone,https://vecros.com/,2018,2,1,1,,0,Young,Delhi,Delhi,0,9,,,,,,,,100,2.5,4000,Yes,Yes,20,1,1,,,,20,,,,Yes,Yes,Yes,Yes,,,
3,GudGum,11,352,2024-01-22,2024-03-31,2024-02-05,Disrupting0The0Status0Quo,Rahul0Dua,Food,Healthy0Chewing0Gum0brand,https://gudgum.in/,2022,2,2,,,0,Young,Bangalore,Karnataka,,,,,,,9,,,50,5,1000,Yes,Yes,80,10,4,,20,20,20,,,,Yes,Yes,Yes,Yes,,,
3,EvaScalp,11,353,2024-01-22,2024-03-31,2024-02-05,Disrupting0The0Status0Quo,Rahul0Dua,Medical/Health,Post0Chemo0Scalp0Cooling0brand,https://evascalpcooling.co.in/,2020,1,1,,,0,Middle,Mumbai,Maharashtra,59,10,85,,,yes,,yes,,30,1.2,2500,Yes,Yes,30,1.8,3,10,,,10,,,,Yes,Yes,Yes,Yes,,,
3,Elitty,11,354,2024-01-22,2024-03-31,2024-02-05,Disrupting0The0Status0Quo,Rahul0Dua,Beauty/Fashion,Teenage0Make-up,https://elittybeauty.com/,,2,,2,,0,Middle,Gurgaon,Haryana,113,11,36,,,yes,,,,100,4,2500,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,HoneyTwigs,12,355,2024-01-22,2024-03-31,2024-02-06,Showcase0Of0Innovation,Rahul0Dua,Food,Honey0products,https://honeytwigs.co/,,3,3,,,0,Middle,Delhi,Delhi,400,35,,,,,,,,75,3,2500,Yes,Yes,75,3,3,,,25,,25,,,,Yes,Yes,Yes,Yes,,
3,Koparo,12,356,2024-01-22,2024-03-31,2024-02-06,Showcase0Of0Innovation,Rahul0Dua,Food,Coconut0based0Cleaning0Products,https://koparoclean.com/,2020,1,,1,,0,Middle,Delhi,Delhi,450,80,,,,,,,,70,1,7000,Yes,Yes,70,1,2,,35,,35,,,,,Yes,Yes,Yes,Yes,,
3,2Ballz,12,357,2024-01-22,2024-03-31,2024-02-06,Showcase0Of0Innovation,Rahul0Dua,Beauty/Fashion,Mens0Innerwear,https://2ballz.com/,2023,3,3,,,0,Middle,Indore,Madhya0Pradesh,,164,,,,,,,,30,5,600,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,JewelBox,13,358,2024-01-22,2024-03-31,2024-02-07,Innovation0Unleashed,Rahul0Dua,Beauty/Fashion,Lab0Grown0Diamond0Jewellery0Brand,https://jewelbox.co.in/,,2,1,1,,0,Middle,Kolkata,West0Bengal,520,,,,,,,,,100,2,5000,Yes,Yes,200,6,5,,40,,40,40,,,,Yes,,Yes,Yes,,
3,DaakRoom,13,359,2024-01-22,2024-03-31,2024-02-07,Innovation0Unleashed,Rahul0Dua,Services,Letter0Writing0Services,https://daakroom.com/,2013,2,,2,,0,Middle,Delhi,Delhi,90,,,,,,,,,36,4,900,Yes,Yes,36,6,1,,,,,,,,,Yes,,Yes,Yes,,
3,Nuvedo,13,360,2024-01-22,2024-03-31,2024-02-07,Innovation0Unleashed,Rahul0Dua,Food,Mushroom0Growing0Service,https://nuvedo.com/,2021,2,1,1,,1,Middle,Bangalore,Karnataka,25,,,,,,6,,,50,3,1666.666667,No,,,,,,,,,,,,,Yes,,Yes,Yes,,
3,WALK,14,361,2024-01-22,2024-03-31,2024-02-08,Pitch0Perfect,Rahul0Dua,Medical/Health,Wearable0Mobility0Aid,https://www.lifesparktech.com/,2018,1,1,,,0,Young,Mumbai,Maharashtra,,,,,,,,yes,,50,1.5,3333.333333,Yes,Yes,50,2.3,2,,,25,25,,,,Yes,Yes,Yes,Yes,,Yes,
3,RajaRaniCoaching,14,362,2024-01-22,2024-03-31,2024-02-08,Pitch0Perfect,Rahul0Dua,Beauty/Fashion,Clothes0Tailoring0Academy,https://www.rajaranicoaching.com/,2021,2,1,1,,1,Young,Surat,Gujarat,200,,,,,,,,,130,5,2600,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,DecodeAge,14,363,2024-01-22,2024-03-31,2024-02-08,Pitch0Perfect,Rahul0Dua,Medical/Health,Age0Longetivity0Supplements,https://decodeage.com/,2021,3,3,,,0,Middle,Bangalore,Karnataka,1100,,70,,,yes,10,,,100,1.25,8000,Yes,Yes,100,2.25,1,,,100,,,,,Yes,Yes,Yes,Yes,,Yes,
3,ALittleExtra,15,364,2024-01-22,2024-03-31,2024-02-09,Shark0Tank0Showdown,Rahul0Dua,Beauty/Fashion,Hand0Made0Fabric0Jewellery,https://alittleextra.co.in,,1,,1,,0,Middle,Guwahati,Assam,122,,,11,,,,,,48,6,800,Yes,Yes,60,7.5,2,,30,30,,,,,Yes,Yes,Yes,Yes,,,
3,Assembly,15,365,2024-01-22,2024-03-31,2024-02-09,Shark0Tank0Showdown,Rahul0Dua,Beauty/Fashion,Travel0Bags,https://assemblytravel.com/,2018,2,2,,,0,Middle,Gurugram,Haryana,1150,,,,,,,yes,,85,1,8500,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,NasherMiles,15,366,2024-01-22,2024-03-31,2024-02-09,Shark0Tank0Showdown,Rahul0Dua,Beauty/Fashion,Travel0Bags,https://nashermiles.com/,2017,3,2,1,,1,Middle,Mumbai,Maharashtra,5700,,,,,,,,,300,0.75,40000,Yes,Yes,300,1.5,5,60,60,60,60,,,,Yes,Yes,Yes,Yes,,,
3,AltCo,16,367,2024-01-22,2024-03-31,2024-02-12,Innovation0At0Every0Step,Rahul0Dua,Food,Plant0based0dairy0products,https://alt.company/,2020,2,2,,,0,Middle,Bangalore,Karnataka,1000,110,,,,yes,,,,150,2,7500,No,,,,,,,,,,,,,,Yes,Yes,Yes,,
3,Without,16,368,2024-01-22,2024-03-31,2024-02-12,Innovation0At0Every0Step,Rahul0Dua,Beauty/Fashion,Products0made0from0Waste0Plastic,https://without.live,2020,1,1,,,0,Middle,Pune,Maharashtra,,,,,,,,yes,,75,1,7500,Yes,Yes,75,3,2,,,,,37.5,,,,,Yes,Yes,Yes,,
3,Kibo,16,369,2024-01-22,2024-03-31,2024-02-12,Innovation0At0Every0Step,Rahul0Dua,Technology/Software,TrestleLabs0Optical0Character0Recognition,https://www.trestlelabs.com/,2019,2,1,1,,1,Middle,"Faridabad,Ahmedabad","Haryana,Gujarat",135,,,30,,,,yes,,60,1,6000,Yes,Yes,60,6,2,,,,,30,,,,,Yes,Yes,Yes,,
3,VOLD,17,370,2024-01-22,2024-03-31,2024-02-13,Innovation0On0Display,Rahul0Dua,Liquor/Beverages,Energy0Drink,https://www.voldenergy.in/,,1,1,,,0,Young,Ahmednagar,Maharashtra,,3,38,25,,,,,,50,2,2500,Yes,Yes,10,10,1,,,,10,,,,Yes,Yes,Yes,Yes,,Yes,
3,Quirksmith,17,371,2024-01-22,2024-03-31,2024-02-13,Innovation0On0Display,Rahul0Dua,Beauty/Fashion,Jewellery,https://quirksmith.com/,2016,2,,2,,0,Middle,Agra,Uttar0Pradesh,600,75,,4,,,,,,80,1,8000,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,UrbanSpace,17,372,2024-01-22,2024-03-31,2024-02-13,Innovation0On0Display,Rahul0Dua,Furnishing/Household,Home0Interiors,https://www.urbanspacestore.in/,,2,1,1,,1,Middle,Ahmedabad,Gujarat,2050,800,,,,,1200,,,180,1,18000,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,HyperLab,18,373,2024-01-22,2024-03-31,2024-02-14,Building0India0Through0Innovation,Rahul0Dua,Sports,"Sports0analytics0for0agility,0strength,0reflexes,0and0stamina",https://www.hyperlab.life/,2023,3,3,,,0,Young,Ahmedabad,Gujarat,,,,,,,,yes,,10,1,1000,Yes,Yes,25,1,1,,,,25,,,,Yes,Yes,Yes,Yes,,Yes,
3,EcoBiotraps,18,374,2024-01-22,2024-03-31,2024-02-14,Building0India0Through0Innovation,Rahul0Dua,Animal/Pets,Mosquito0Breeding0Prevention,https://ecobiotraps.com/,2022,3,2,1,,0,Middle,"Ahmedabad,Pune","Gujarat,Maharashtra",84,8,25,4,,,,yes,,50,2,2500,Yes,No,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,Hoora,18,375,2024-01-22,2024-03-31,2024-02-14,Building0India0Through0Innovation,Rahul0Dua,Technology/Software,Auto0Care0App,https://hoora.in/,2019,2,2,,,0,Middle,Nagpur,Maharashtra,,31,60,,,,,yes,,80,2,4000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
